,movie_name,movie_release_year,movie_languages_count,movie_box_office_revenue,vote_average,vote_counts,budget,diverse,Propensity_score
49640,The Weight of Water,0.4059660240683032,22,-0.5830052892402847,5.577,150,-0.3408067729998484,1,0.24891289685917337
25258,8mm,-1.383036793859854,22,0.2375254671221059,6.409,1815,0.39575012539047383,1,0.27305058874618987
30542,Dancer in the Dark,-0.48853538489577536,22,-0.19634536490611373,7.868,1642,-0.4390143594518914,1,0.261555242195224
28135,Forces of Nature,-1.383036793859854,22,0.21431202136966304,5.397,487,1.4698956022096936,0,0.2741611785603498
23098,The Good Girl,1.3004674330323818,22,-0.4405755086786605,6.234,579,-0.5863257391299558,1,0.2526591356420416
16771,Human Nature,0.4059660240683032,29,-0.5779617444914134,6.004,227,-0.6477054806624827,1,0.24876863412009098
1507,Magnolia,-1.383036793859854,32,-0.1719650637301645,7.731,3270,0.30368051309168353,1,0.26415109952515775
61851,All Over the Guy,0.4059660240683032,22,-0.5749346008635235,5.833,60,-0.8318447052600633,1,0.24808415253629407
8080,Light it Up,-1.383036793859854,22,-0.5329904276149892,6.613,31,-0.4328763852986387,1,0.25134201333178446
26794,The Shipping News,0.4059660240683032,22,-0.37639177821228553,6.318,341,0.334370383857947,1,0.2570219790043892
33151,Love's Labour's Lost,-0.48853538489577536,22,-0.5813290498586119,5.5,57,-0.4328763852986387,1,0.2485862633863335
49870,From Hell,0.4059660240683032,22,0.0499775659023324,6.684,2600,0.2423007715591567,1,0.26813450077987955
42061,Chelsea Walls,0.4059660240683032,2,-0.5833599715296969,5.1,18,-0.8318447052600633,1,0.24685442449449924
9100,Blood Work,1.3004674330323818,22,-0.3628389105535222,6.166,718,0.7026488330531081,1,0.2582087440907295
35859,How the Grinch Stole Christmas!,-0.48853538489577536,22,2.3503395041694937,7.493,898,-0.8221773959686902,1,0.3292110704083075
26203,Legally Blonde,0.4059660240683032,22,0.6214187165719876,6.75,3644,-0.27942703146732156,1,0.2816316211503251
30618,Time Regained,-1.383036793859854,24,-0.5799543499333906,6.391,55,-0.8318447052600633,1,0.24874208956472485
26730,Town & Country,0.4059660240683032,22,-0.49569776976701196,4.492,61,1.930243663703645,1,0.25601799384706286
63957,The Ring,1.3004674330323818,22,1.5359604876775406,4.5,5,-0.8318447052600633,1,0.30124268210880134
25688,In the Bedroom,0.4059660240683032,22,-0.21517835686192105,6.9,311,-0.7796719249574154,1,0.25869154174708253
18202,Music of the Heart,-1.383036793859854,22,-0.4575506948660506,6.7,194,-0.0032181945709507265,1,0.25456562406974714
8022,The Ladies Man,-0.48853538489577536,22,-0.4670399083646275,5.309,123,-0.095287806869741,1,0.25209384856113726
18515,The Bachelor,-1.383036793859854,27,-0.27007387462954113,5.2,287,0.7333387038193715,1,0.25924710610582724
11159,Dinosaur,-0.48853538489577536,22,2.3901380706059037,6.522,2312,3.0811138174385233,1,0.3419001780002756
26113,At First Sight,-1.383036793859854,22,-0.3937407070364718,5.976,212,-0.8318447052600633,1,0.2527559509128866
18474,Cruel Intentions,-1.383036793859854,34,0.061404363179965164,6.788,2993,-0.5096010622142972,1,0.2663569644458283
6644,Say It Isn't So,0.4059660240683032,22,-0.47913599418291847,4.752,151,-0.06459793610347758,1,0.2510953980363867
16476,John Q,1.3004674330323818,27,0.019954679273800235,7.116,2207,0.2729906423254201,1,0.2680866925026965
45239,Resident Evil,1.3004674330323818,22,0.2870243816366121,6.61,5852,0.18092103002662982,0,0.27399802485625574
41819,Two Weeks Notice,1.3004674330323818,22,1.1082870060298902,6.357,1910,1.0095475407157424,1,0.29820481286809314
41172,Driven,0.4059660240683032,31,-0.1184657206591717,5.137,651,2.053003146768699,1,0.2668832286087034
5784,Changing Lanes,1.3004674330323818,22,0.22321800694157307,6.26,995,0.5491994792217909,1,0.2729157033609991
33614,The Talented Mr. Ripley,-1.383036793859854,22,0.5110998233342162,7.179,3277,0.39575012539047383,1,0.28141230114389776
31715,The Anniversary Party,0.4059660240683032,22,-0.5497569361543468,5.8,69,-0.8318447052600633,1,0.24865577653827328
7021,Get Over It,0.4059660240683032,22,-0.4146949065193938,5.609,264,-0.15666754840226785,1,0.25364351062989926
2775,Ready to Rumble,-0.48853538489577536,34,-0.478014060648608,5.248,143,-0.095287806869741,1,0.25173581513456117
3320,The Love Letter,-1.383036793859854,22,-0.5135193731024404,6.3,23,-0.8318447052600633,1,0.25024945810802285
10673,Recess: School's Out,0.4059660240683032,22,-0.2058941228619064,6.6,309,-0.524945997597429,0,0.2592325361621978
19358,But I'm a Cheerleader,-1.383036793859854,22,-0.5618145187106831,6.957,559,-0.7950168603405471,1,0.2500870707053128
42001,The Pianist,1.3004674330323818,32,0.4369184475783177,7.1,7,-0.6937402868118778,1,0.2760243365774609
37254,Catch Me If You Can,1.3004674330323818,29,2.4096196414653366,7.973,14518,0.7640285745856349,1,0.3370648562017023
42424,Gossip,-0.48853538489577536,29,-0.47683313525412907,5.76,208,-0.40218651453237525,1,0.25161486719329934
42388,Possession,1.3004674330323818,29,-0.45792047580709255,5.5,127,-0.8318447052600633,1,0.2504953041658904
21480,The Wedding Planner,0.4059660240683032,29,0.22145620003250485,5.917,1556,0.2423007715591567,1,0.27144193614470585
3708,Made,0.4059660240683032,22,-0.5372839961528089,5.855,170,-0.6783953514287461,1,0.24947310571207423
6062,What's Cooking?,-0.48853538489577536,36,-0.5698531989661683,5.905,21,-0.8318447052600633,1,0.2483095145917892
30685,Stigmata,-1.383036793859854,37,0.1765490949329725,6.252,994,0.058161546961576126,1,0.27022292619649924
17056,Never Been Kissed,-1.383036793859854,22,0.13505298437334448,6.173,1385,-0.06459793610347758,1,0.2686676132147487
12667,Scream 3,-0.48853538489577536,22,0.7919552407485217,5.986,3234,0.39575012539047383,1,0.28710316131017055
2860,The Astronaut's Wife,-1.383036793859854,22,-0.4172604700844518,5.565,844,1.4698956022096936,1,0.2581955653661868
72505,Tortilla Soup,0.4059660240683032,27,-0.5449854221796032,6.1,40,-0.8318447052600633,1,0.24919357490753744
5846,Snow Day,-0.48853538489577536,22,-0.05283425394091333,5.077,189,-0.4328763852986387,1,0.26117492383806695
34980,Unfaithful,1.3004674330323818,29,0.4289713113998314,6.646,1385,0.7026488330531081,1,0.279363268340966
66794,The Sixth Sense,-1.383036793859854,22,5.135980275753784,7.947,10866,0.39575012539047383,1,0.4197505178547654
31273,"Mystery, Alaska",-1.383036793859854,22,-0.5082856584558735,6.243,224,0.0274716761953127,1,0.25274222736854857
34914,Thomas and the Magic Railroad,-0.48853538489577536,22,-0.41599016849369785,5.5,69,-0.24873716070105814,1,0.2531935227101567
51464,Eyes Wide Shut,-1.383036793859854,22,0.7941395463569408,7.472,5624,1.1629968945470595,1,0.29183768667767546
53658,40 Days and 40 Nights,1.3004674330323818,22,0.2250077327537676,5.474,1039,-0.310116902233585,1,0.2692326830155733
54199,Drop Dead Gorgeous,-1.383036793859854,22,-0.4940049779784003,6.426,333,-0.524945997597429,1,0.2517809673409865
18660,Rat Race,0.4059660240683032,22,0.14298746182870195,6.245,1640,0.6412690915205812,1,0.27108062877661293
1532,Impostor,0.4059660240683032,22,-0.5146284013703241,6.108,385,0.39575012539047383,1,0.2534449990472408
6698,Just a Kiss,1.3004674330323818,22,-0.5833353597073612,4.5,16,-0.8318447052600633,1,0.24601959483773564
25503,We Were Soldiers,1.3004674330323818,34,0.3909101270830007,7.133,1868,1.4698956022096936,0,0.2814292812081079
5461,Drumline,1.3004674330323818,22,-0.09428962534591855,6.911,463,-0.21804728993479472,0,0.2634092632598883
28623,Sweet Home Alabama,1.3004674330323818,22,0.9516825501074438,6.396,1400,0.08885141772783955,1,0.29109699400391853
63874,Mulholland Drive,0.4059660240683032,27,-0.41289281953632667,7.828,5718,-0.37149664376611186,1,0.25623226399093546
44386,FeardotCom,1.3004674330323818,22,-0.4231823805921863,3.704,333,0.39575012539047383,1,0.25231052569169105
24266,Mumford,-1.383036793859854,22,-0.5451495264996541,6.5,83,-0.8318447052600633,1,0.2497510788745218
53706,Sonny,1.3004674330323818,22,-0.5836226421599933,4.869,48,-0.8318447052600633,1,0.24652614504707349
36381,The Haunting,-1.383036793859854,22,0.9235317857615996,7.142,565,-0.8318447052600633,1,0.2886236646219959
3924,Requiem for a Dream,-0.48853538489577536,22,-0.5210507777700316,8.025,9260,-0.6937402868118778,1,0.25289106072786727
10016,Love Stinks,-1.383036793859854,22,-0.55901396537665,6.259,54,-0.7090852221950096,0,0.24941866442271757
49427,Laurel Canyon,1.3004674330323818,22,-0.5463674163858484,5.972,176,-0.8318447052600633,0,0.24898008961220877
39232,Hollywood Ending,1.3004674330323818,31,-0.4577208182431701,6.557,457,-0.3408067729998484,1,0.253391937086545
36372,Riding in Cars with Boys,0.4059660240683032,22,-0.28000624545554337,6.787,415,0.6412690915205812,1,0.2610182619870436
2106,Hanging Up,-0.48853538489577536,22,-0.14281989674702494,5.2,152,1.0095475407157424,1,0.26328073230344234
21991,Duets,-0.48853538489577536,22,-0.5435889584322128,5.7,132,-0.8318447052600633,1,0.24866716585515222
6039,Unbreakable,-0.48853538489577536,22,1.5254967480323838,7.135,8675,1.4698956022096936,1,0.3125480370830217
4540,Romeo Must Die,-0.48853538489577536,26,0.19007065159288866,6.2,1085,-0.06459793610347758,0,0.27013082644625813
21233,The Kid,-0.48853538489577536,22,0.3539864085282551,5.5,2,-0.8318447052600633,1,0.2710597601231078
31752,Isn't She Great,-0.48853538489577536,22,-0.5587608759290039,4.672,32,0.2729906423254201,1,0.2499751642435617
17107,Supernova,-0.48853538489577536,40,-0.4578169021174495,4.44,42,-0.8318447052600633,1,0.24900865679638376
25157,Heartbreakers,0.4059660240683032,28,-0.09286202913103467,6.072,828,0.2423007715591567,1,0.26357449636736446
36967,Onegin,-1.383036793859854,29,-0.582125333702224,6.138,94,-0.40218651453237525,1,0.24954808937497155
24916,The Truth About Charlie,1.3004674330323818,33,-0.5235742249385952,4.9,156,-0.8318447052600633,1,0.24803855515751005
396,Queen of the Damned,1.3004674330323818,22,-0.19723739256428388,6.056,961,0.2423007715591567,1,0.26089702342053045
37143,Superstar,-1.383036793859854,22,-0.3234219251304865,5.1,75,-0.8318447052600633,1,0.2532614907758369
44982,Bend It Like Beckham,1.3004674330323818,37,0.06719494262329805,6.303,1772,-0.7244252778886894,1,0.2651626378308981
8283,Bicentennial Man,-1.383036793859854,22,0.1593556159089277,7.237,3369,2.2371423713662795,1,0.277790349138036
4309,Maid in Manhattan,1.3004674330323818,32,0.7330604421259748,6.101,1761,0.8560981868844252,1,0.2871185827883781
33571,Meet the Parents,-0.48853538489577536,39,2.2253900175024293,5.0,1,-0.8287757181834369,0,0.3214816762316183
10173,Random Hearts,-1.383036793859854,22,0.050406508733403584,5.485,336,1.132307023780796,1,0.26902080993324073
6430,Pay It Forward,-0.48853538489577536,22,-0.11028156285487499,7.314,1648,0.39575012539047383,1,0.2653915593254929
3439,What Women Want,-0.48853538489577536,29,2.5966303418417334,6.439,3648,1.3164462483783765,1,0.3418689198229515
32257,Sweet November,0.4059660240683032,22,-0.024868618107394998,6.8,9,-0.8318447052600633,0,0.26321918270449957
2112,Lovely & Amazing,0.4059660240683032,22,-0.5439565799940239,6.1,73,-0.8241722375684973,1,0.24924056558483282
32869,28 Days,-0.48853538489577536,22,-0.05509383176866253,6.131,908,0.4878197376892641,1,0.2653477085897512
48166,Moulin Rouge!,0.4059660240683032,35,0.9397040314363312,7.575,4251,0.7793735099687666,1,0.29476240857995883
58244,Monsoon Wedding,0.4059660240683032,39,-0.32213923686438095,6.8,179,-0.8318447052600633,1,0.255711724666277
49057,X-Men,-0.48853538489577536,22,1.9354506952699815,6.998,10606,1.4698956022096936,1,0.32401629731847736
38465,Analyze That,1.3004674330323818,22,-0.11626896036345669,5.788,1126,1.0095475407157424,0,0.26481564935227997
30603,Bridget Jones's Diary,0.4059660240683032,22,1.8129464590385467,6.7,4665,-0.06459793610347758,1,0.3149898216358401
5250,Bait,-0.48853538489577536,22,-0.45234289277025375,0.0,0,-0.8318447052600633,0,0.24296774336269777
967,The Country Bears,1.3004674330323818,22,-0.35431958988782125,4.77,100,0.2423007715591567,0,0.25509871932106515
2121,Don't Say a Word,0.4059660240683032,29,0.266442386020247,6.22,836,0.7026488330531081,0,0.27444626502249997
12302,Save the Last Dance,0.4059660240683032,22,0.5358267898916458,6.544,1198,-0.4328763852986387,0,0.2785841046592558
4329,The Guru,1.3004674330323818,28,-0.3787464622426151,4.7,3,-0.8318447052600633,1,0.25132393208800136
30697,Sleepy Hollow,-1.383036793859854,25,1.1680377094667025,7.169,6271,2.2371423713662795,0,0.30504796101529097
3124,American Psycho,-0.48853538489577536,32,-0.29256077428573635,7.404,9929,-0.6170156098962193,0,0.25793758603753675
51911,Love & Sex,-0.48853538489577536,22,-0.5792538014028433,6.2,114,-0.8318447052600633,0,0.24849176931761682
74431,Whale Rider,1.3004674330323818,30,-0.2315578944413204,7.122,353,-0.5863257391299558,0,0.25915827585862466
64846,Lost & Found,-1.383036793859854,22,-0.43465735583084736,6.2,54,-0.8318447052600633,0,0.2520580104458172
3786,Men of Honor,-0.48853538489577536,22,0.11616491974565768,7.462,2089,0.1502311592603664,0,0.27072137107793076
46617,EXistenZ,-1.383036793859854,22,-0.5597299441170555,6.811,1736,-0.37149664376611186,0,0.2511345356159861
3225,Serving Sara,1.3004674330323818,22,-0.4126053755553268,5.306,286,0.058161546961576126,0,0.2538798835381007
31692,The Dangerous Lives of Altar Boys,1.3004674330323818,22,-0.5665635972453079,6.653,144,-0.8318447052600633,0,0.24943874583192494
44033,Waking the Dead,-0.48853538489577536,22,-0.5810941876120322,6.1,80,-0.5709808037468241,0,0.24904291522089725
45165,The Mummy,-1.383036793859854,28,2.952177224594026,6.783,198,-0.8318447052600633,0,0.34567227479687684
38804,Ravenous,-1.383036793859854,33,-0.5663442077160517,6.775,530,-0.4635662560649021,0,0.25065898851134505
4166,Ocean's Eleven,0.4059660240683032,33,3.247890981934534,7.431,10859,1.7767943098723278,0,0.3647096859951417
40814,Joe Somebody,0.4059660240683032,22,-0.3754485630645528,5.7,178,0.334370383857947,0,0.2561617506085405
19419,Final Fantasy: The Spirits Within,0.4059660240683032,22,0.1398699303268661,6.173,1360,3.372667589718026,0,0.2791194913606962
13663,The Yards,-0.48853538489577536,27,-0.576316909625011,6.158,395,-0.8318447052600633,0,0.2485050522607478
40651,Boys Life 3,-0.48853538489577536,29,-0.5821048451040102,5.0,14,-0.8318447052600633,0,0.24674571582935345
31592,Scooby-Doo,1.3004674330323818,22,1.7595648021356347,6.06,4117,1.7461044391060645,0,0.3183522619566915
35865,You Can Count on Me,-0.48853538489577536,22,-0.4902841210203633,6.848,273,-0.8318447052600633,1,0.251595801344039
27302,The Importance of Being Earnest,1.3004674330323818,22,-0.43687866843844686,6.841,441,-0.8318447052600633,1,0.25290998461373393
32399,The Broken Hearts Club: A Romantic Comedy,-0.48853538489577536,22,-0.5667121863405703,6.533,76,-0.8011548344937998,0,0.24935345152595567
43414,Ali G Indahouse,1.3004674330323818,22,-0.3633777691880404,6.06,1258,-0.6170156098962193,0,0.25424453731488783
3615,The Out-of-Towners,-1.383036793859854,22,-0.34121009209380915,6.8,112,-0.8318447052600633,0,0.2552349256396151
71353,Spirit: Stallion of the Cimarron,1.3004674330323818,22,0.45809534367128646,7.695,4276,1.6233449560410107,0,0.28454649378461927
24365,A.I. Artificial Intelligence,0.4059660240683032,22,1.4218502090955154,7.04,5747,2.2371423713662795,0,0.3119584962846588
10024,Trippin',-1.383036793859854,22,-0.4987176786243291,5.8,9,-0.8318447052600633,0,0.24991126468895047
37379,The Boondock Saints,-1.383036793859854,32,-0.583618680464239,7.25,2196,-0.6477054806624827,0,0.25037905060275817
46570,Murder by Numbers,1.3004674330323818,22,-0.10172280376298559,6.128,931,0.7026488330531081,0,0.2647815717874975
36809,The Flintstones in Viva Rock Vegas,-0.48853538489577536,22,-0.07830860375401881,4.801,692,1.715414568339801,1,0.26642548779380515
23352,Entrapment,-1.383036793859854,22,1.2218767636978731,6.208,1841,1.1936867653133227,0,0.30168943519077274
70684,American Outlaws,0.4059660240683032,22,-0.47044409320861097,6.07,221,0.2423007715591567,0,0.25405183769357953
68870,The Corruptor,-1.383036793859854,29,-0.4550274007243617,6.082,249,-0.06459793610347758,0,0.2535745895205816
10204,What Lies Beneath,-0.48853538489577536,22,1.8936303547689919,6.409,1676,2.2371423713662795,1,0.3243838318440029
33110,Down to You,-0.48853538489577536,29,-0.37627200067691813,5.243,222,-0.5556358683636924,0,0.2529397523395432
33768,Charlie's Angels,-0.48853538489577536,40,1.661413721812889,5.828,3878,1.9916234052361719,1,0.3159847445203667
35090,Gloria,-1.383036793859854,22,-0.5481907656029956,5.723,101,0.08885141772783955,0,0.25119351529168793
24110,The Hurricane,-1.383036793859854,22,0.044860738283501005,7.4,1273,0.7026488330531081,0,0.2704269021465844
20789,Cast Away,-0.48853538489577536,28,3.068636933283685,7.662,10627,1.930243663703645,0,0.36020094719030515
3471,Like Mike,1.3004674330323818,22,-0.05444912104436795,6.082,461,0.08885141772783955,0,0.2641195030815409
73782,The Man Who Sued God,0.4059660240683032,22,-0.5330726115481565,6.533,61,-0.8318447052600633,0,0.25009504461040494
67642,Sugar Town,-1.383036793859854,22,-0.5823636560564688,5.1,9,-0.8318447052600633,0,0.24687877290318685
15610,Gangs of New York,1.3004674330323818,31,1.0634778636345978,7.321,6134,2.2371423713662795,0,0.30238256485108894
12246,Nutty Professor II: The Klumps,-0.48853538489577536,22,0.8302596867870504,4.982,1205,1.7461044391060645,0,0.2907821577861024
19095,Equilibrium,1.3004674330323818,22,-0.5383127448219648,7.031,4184,-0.21804728993479472,0,0.2524123048350797
4629,Pearl Harbor,0.4059660240683032,33,3.2351710055483904,6.932,5996,3.464737202016816,0,0.369376127083105
20115,The Perfect Storm,-0.48853538489577536,22,2.2107197476051432,6.428,2068,2.850939786691548,0,0.3356805401511634
72093,Son of the Bride,0.4059660240683032,21,-0.5107876478560172,7.6,184,-0.8318447052600633,0,0.25215041395570753
73120,Pot Luck,1.3004674330323818,44,-0.32012647438241826,0.0,0,-0.8318447052600633,0,0.24617860212925044
53173,Swept Away,1.3004674330323818,33,-0.5787883531606807,4.794,250,-0.524945997597429,0,0.24740196402712722
71398,All the Pretty Horses,-0.48853538489577536,22,-0.42971594801929613,5.822,201,0.9174779284169521,0,0.2566556811936782
40417,Muppets from Space,-1.383036793859854,22,-0.39409369752877,6.07,294,-0.095287806869741,0,0.2549883625492385
7834,Lucky Numbers,-0.48853538489577536,22,-0.4912945829780013,5.104,164,1.1629968945470595,0,0.2547964460923441
49612,Quills,-0.48853538489577536,25,-0.43094244141644167,7.121,581,-0.417531449915507,0,0.254640598763211
23916,Galaxy Quest,-1.383036793859854,22,0.18707095078451524,7.1,2004,0.5491994792217909,0,0.2732227573823136
40387,Drowning Mona,-0.48853538489577536,22,-0.44864648610618485,5.5,150,-0.6477054806624827,0,0.25124719047453686
36558,Max,1.3004674330323818,22,-0.5792879519003642,7.159,748,-0.21804728993479472,1,0.25157799309504825
67423,The Monkey's Mask,-0.48853538489577536,22,-0.5834881400386897,4.3,34,-0.8318447052600633,0,0.24573781923103072
7652,Dracula 2000,-0.48853538489577536,22,-0.18385166425858482,5.226,607,0.0274716761953127,0,0.25941321946779544
37871,State and Main,-0.48853538489577536,29,-0.5248393576215838,6.327,185,-0.8318447052600633,0,0.25000834423432805
23483,Highlander: Endgame,-0.48853538489577536,29,-0.44918340640029114,4.824,370,-0.06459793610347758,0,0.2519382045041617
8573,U-571,-0.48853538489577536,22,0.50147740844277,6.465,1099,1.0709272822482692,0,0.2821371399222828
4288,XXX,1.3004674330323818,38,1.7748477576329535,5.921,3900,1.3164462483783765,0,0.31715470119671824
32095,Stealing Harvard,1.3004674330323818,22,-0.46508184448885076,4.8,123,-0.06459793610347758,0,0.2515106864924517
13105,Solaris,1.3004674330323818,22,-0.3288094912965044,5.887,1190,0.6105792207543178,0,0.2583984445836483
16383,Being John Malkovich,-1.383036793859854,22,-0.308579142936538,7.4,3992,-0.4328763852986387,0,0.2580613059192238
2430,Cats & Dogs,0.4059660240683032,22,1.1222655859523716,5.385,1511,1.0095475407157424,0,0.2970654022465079
71545,Over the Rainbow,1.3004674330323818,28,-0.5622003334675888,6.2,10,-0.8318447052600633,0,0.24891060401728676
109,Shaft,-0.48853538489577536,31,0.32745255164419373,6.486,317,-0.7090852221950096,0,0.2721992865684404
24007,Ghost Ship,1.3004674330323818,22,-0.0028016667026401466,5.237,19,-0.8318447052600633,0,0.26151254245515937
36072,Autumn in New York,-0.48853538489577536,22,0.1874344066147393,6.089,630,1.1629968945470595,1,0.27356842660422637
65234,Cabin Fever,1.3004674330323818,22,-0.3241282631777904,4.685,401,-0.8318447052600633,0,0.25265594777920486
50348,Liam,-0.48853538489577536,25,-0.5673364679771022,6.2,32,-0.8318447052600633,0,0.24878441043914035
44433,The Count of Monte Cristo,1.3004674330323818,22,0.057092745972432475,6.1,9,-0.8318447052600633,0,0.2642920418741196
45438,"Happy, Texas",-1.383036793859854,22,-0.5672493786824536,5.582,104,-0.7796719249574154,0,0.24806855743387918
66196,Idle Hands,-1.383036793859854,22,-0.5485775750345863,6.143,596,-0.06459793610347758,0,0.2513402741086348
37064,Punch-Drunk Love,1.3004674330323818,22,-0.3741828862860098,7.133,2107,-0.06459793610347758,0,0.25709338001777726
17830,Bats,-1.383036793859854,22,-0.49753920165984417,4.5,174,-0.6707228837371803,0,0.24857182672306388
23812,The One,0.4059660240683032,22,0.034088368936701606,6.112,1444,0.6719589622868446,0,0.2681567818842017
21713,Hamlet,-0.48853538489577536,22,-0.5664799935628037,4.8,5,-0.8318447052600633,0,0.2468487401307363
45159,The Little Vampire,-0.48853538489577536,2,-0.3461261229486514,6.793,370,0.2423007715591567,0,0.2581979161190215
7981,Stuart Little,-1.383036793859854,28,1.967721002591223,6.046,4093,3.2499081066529723,0,0.32929380102609296
25109,Shallow Hal,0.4059660240683032,22,0.615426702752688,6.151,2701,0.39575012539047383,0,0.28262829463337735
8253,Bamboozled,-0.48853538489577536,22,-0.5629330261433005,6.082,116,-0.8318447052600633,0,0.24872723820114975
36780,The Man Who Wasn't There,0.4059660240683032,22,-0.42305819078193385,7.541,1451,-0.21804728993479472,0,0.25600937231496756
50688,Vanilla Sky,0.4059660240683032,27,1.1452268349139367,6.813,3846,1.2550665068458495,0,0.30071876121387175
72028,Burnt Money,-0.48853538489577536,21,-0.20340637346259602,6.801,88,-0.8318447052600633,0,0.2586947825904824
37908,Death to Smoochy,1.3004674330323818,22,-0.5126102404402842,5.934,354,0.8560981868844252,0,0.2545658301574785
43605,Shadow of the Vampire,-0.48853538489577536,32,-0.4890417553357218,6.7,525,-0.5863257391299558,0,0.2521163547913123
72757,The Closet,0.4059660240683032,24,-0.15791258883022466,6.406,442,-0.8318447052600633,0,0.2592740165388364
15481,Jurassic Park III,0.4059660240683032,22,2.5513097496254673,6.128,6640,2.022313276002435,0,0.3424033835195383
74645,The Straight Story,-1.383036793859854,22,-0.5311425940979017,7.725,1377,-0.524945997597429,0,0.25269728252638135
50637,Captain Corelli's Mandolin,0.4059660240683032,35,-0.05582538524430767,5.941,485,0.9174779284169521,0,0.2663176954346012
71816,Painted Fire,1.3004674330323818,22,-0.5251644207092627,7.098,52,-0.8318447052600633,0,0.25108580015811477
1813,K-PAX,0.4059660240683032,22,-0.03126805747889468,7.193,2188,0.6412690915205812,0,0.26797054521853053
50381,The Cell,-0.48853538489577536,22,0.30160244434044287,6.265,1417,0.18092103002662982,1,0.2738646575843373
33494,The Patriot,-0.48853538489577536,22,1.2464456194878413,5.674,350,-0.06459793610347758,0,0.2975380693608664
15027,The Animal,0.4059660240683032,22,0.13681714619598334,5.125,1141,-0.15666754840226785,0,0.2668996645147273
48375,Jimmy Neutron: Boy Genius,0.4059660240683032,22,0.2917125979826007,5.975,838,-0.06459793610347758,0,0.272438478228499
24304,Blue Streak,-1.383036793859854,22,0.41724533808081077,6.472,1359,1.1629968945470595,0,0.2801911427919876
1004,Bones,0.4059660240683032,22,-0.5216752124334382,4.676,136,-0.524945997597429,0,0.24863708142932836
21566,D-Tox,1.3004674330323818,22,-0.5300025693864132,5.581,596,0.8560981868844252,0,0.25363089918752896
50974,Below,1.3004674330323818,22,-0.5787295483333589,6.0,405,0.39575012539047383,0,0.2517015363688725
19228,Buffalo Soldiers,0.4059660240683032,22,-0.5643184804572109,6.277,276,-0.37149664376611186,0,0.25026911707159083
4343,Angel Eyes,0.4059660240683032,22,-0.3312507120244353,6.1,391,0.7947184453518984,1,0.2591768216134078
71843,YMCA Baseball Team,1.3004674330323818,22,-0.5135609198989015,6.2,12,-0.8318447052600633,0,0.2501077829791465
18441,Fantasia 2000,-1.383036793859854,22,0.18869179443757333,6.995,1169,1.6233449560410107,0,0.27634197774585534
6170,Notting Hill,-1.383036793859854,27,2.5097280205294856,7.262,5604,0.45712986692300067,0,0.3377783462175478
29625,Flawless,-1.383036793859854,22,-0.5457444099732717,6.604,468,-0.21804728993479472,0,0.25162465429194264
74055,The Quiet American,1.3004674330323818,34,-0.4734535282265092,5.776,29,-0.8318447052600633,0,0.2505004996356277
11896,She's All That,-1.383036793859854,22,0.29319570894700187,6.33,1942,-0.524945997597429,0,0.27162699189806455
67189,Tape,0.4059660240683032,22,-0.5797079596622557,6.9,196,-0.8287757181834369,0,0.24947068250628102
17452,Best Laid Plans,-1.383036793859854,22,-0.5836412519282465,5.728,116,-0.6170156098962193,0,0.24832928986417765
20364,Bring It On,-0.48853538489577536,22,0.18508171193377987,6.231,1568,0.0274716761953127,0,0.27032163239193946
31467,Serendipity,0.4059660240683032,29,0.07512658908147492,6.906,1761,0.0274716761953127,0,0.2684731048266008
9843,Treasure Planet,1.3004674330323818,22,0.34769985198127157,7.533,3849,3.464737202016816,0,0.2870146512074791
41059,Rock Star,0.4059660240683032,22,-0.4195086304070552,6.716,679,0.9174779284169521,0,0.25819348356445776
32854,Where the Money Is,-0.48853538489577536,22,-0.5357439931970188,5.943,61,-0.8318447052600633,0,0.2492006045684708
16052,One Hour Photo,1.3004674330323818,22,-0.13990165724491102,6.641,1557,-0.4635662560649021,0,0.2611398981590111
7689,Three Kings,-1.383036793859854,28,0.33217545408176435,6.653,1890,1.4698956022096936,0,0.27914590037012643
8193,Mission: Impossible II,-0.48853538489577536,22,4.061237747142201,6.119,6205,3.004389140522865,0,0.3918927337397928
52559,Boys Don't Cry,-1.383036793859854,22,-0.4858219763771563,7.443,1210,-0.7704649637275364,0,0.252722529496165
9257,Office Space,-1.383036793859854,22,-0.49182517816128973,7.382,2700,-0.524945997597429,0,0.25318788182296503
8166,The Fast and the Furious,0.4059660240683032,22,1.1783451151564421,4.78,25,-0.8298191737894899,0,0.29188149577213207
7029,Deuce Bigalow: Male Gigolo,-1.383036793859854,22,0.2062404488376263,5.951,1292,-0.310116902233585,0,0.26945105098451716
9909,Ride with the Devil,-1.383036793859854,22,-0.5784784652380689,6.4,168,0.2423007715591567,0,0.25183603603884
15563,Finding Forrester,-0.48853538489577536,22,0.10220180403900668,7.088,988,0.4878197376892641,0,0.2708122750888558
71657,Sex is Zero,1.3004674330323818,22,-0.38106570354848257,6.149,94,-0.8318447052600633,0,0.25331601541646204
45306,A Reasonable Man,-1.383036793859854,22,-0.5834951622719364,4.5,2,-0.8318447052600633,0,0.24601569855331717
3289,Message in a Bottle,-1.383036793859854,22,0.4267798985432353,6.219,718,1.6233449560410107,1,0.28146568552745155
38765,Keeping the Faith,-0.48853538489577536,33,-0.0742541737137751,6.111,565,0.08885141772783955,1,0.2636560568891681
