,movie_name,movie_release_year,movie_languages_count,movie_box_office_revenue,actor_age_at_movie_release,vote_average,vote_counts,budget,diverse,Propensity_score
840,Celtic Pride,-1.2081664205942828,22,-0.3666944257970043,35.0,5.3,117,-0.7274399198271915,0,0.4367343424175791
31794,In Love and War,-0.0051520956101984965,29,-0.2515976356797694,26.0,6.048,126,-0.7274399198271915,1,0.4443524282727821
2501,Jane Austen's Mafia!,1.1978622293738859,22,-0.2175233444775962,61.0,5.415,170,-0.3937541919292599,1,0.4333790487084259
13506,The Negotiator,1.1978622293738859,22,-0.11466216808741922,49.0,7.068,1888,0.9409887196624664,0,0.4589903773329185
36474,Diabolique,-1.2081664205942828,22,-0.31066919015550704,38.0,5.511,263,0.7741458557135007,1,0.44099315164073405
610,Fled,-1.2081664205942828,22,-0.3100060431018616,34.0,5.51,197,0.1067743999176375,1,0.4395963248688632
39643,Carpool,-1.2081664205942828,22,-0.4090373456604135,16.0,5.0,72,-0.16017418240070777,1,0.4346837215678706
26561,Inventing the Abbotts,-0.0051520956101984965,22,-0.3903938384031636,45.0,6.265,198,-0.7274399198271915,1,0.45342339921801067
64789,The Phantom,-1.2081664205942828,22,-0.3090770073720259,54.0,5.218,517,0.7741458557135007,0,0.43616293564769526
13056,The Rainmaker,-0.0051520956101984965,22,-0.10488522301428586,51.0,7.028,1160,0.607302991764535,0,0.4572616646126064
2014,Jackie Brown,-0.0051520956101984965,22,-0.1494721324731599,,7.354,5867,-0.3270170463496736,1,0.46248301513155904
9489,Chasing Amy,-0.0051520956101984965,22,-0.3469400890240359,29.0,6.776,1268,-0.7190977766297432,0,0.46008407732539913
15086,Joe's Apartment,-1.2081664205942828,22,-0.39980116872319477,34.0,5.54,302,-0.29364847355988044,0,0.4428337127769238
22866,The Fan,-1.2081664205942828,22,-0.29977134646039383,34.0,5.864,43,-0.3937541919292599,0,0.44394244457523674
18417,Patch Adams,1.1978622293738859,22,1.0118295996194655,63.0,7.296,3008,0.9409887196624664,0,0.4181022421664075
31429,The First Wives Club,-1.2081664205942828,22,0.8632717054477422,50.0,6.729,702,0.14014297270743067,1,0.4132054156638909
63081,The Beautician and the Beast,-0.0051520956101984965,22,-0.3507562945795019,55.0,6.8,323,-0.19354275519050093,0,0.46170594913236324
12279,Barney's Great Adventure,1.1978622293738859,22,-0.3455306569485929,11.0,3.943,35,-0.7274399198271915,1,0.41398899718836407
53912,Air Force One,-0.0051520956101984965,28,1.8178116173569685,55.0,6.461,2692,2.1088887673052272,0,0.3761806741727735
62749,The Game,-0.0051520956101984965,34,0.3486307436358685,37.0,7.561,6027,0.9409887196624664,0,0.44859118786118235
71188,The Eel,-0.0051520956101984965,21,-0.3959998168847667,41.0,6.894,90,-0.7274399198271915,0,0.46396681164503306
46422,Les Misérables,1.1978622293738859,22,-0.33212172097610515,75.0,7.599,1396,-0.7274399198271915,1,0.47300765617383106
12977,Mimic,-0.0051520956101984965,29,-0.2508249853102294,46.0,6.049,993,0.2736172638666033,0,0.4463741996557047
33748,The MatchMaker,-0.0051520956101984965,22,-0.4085629622137226,40.0,6.293,43,-0.7274399198271915,1,0.45460660173955236
21046,He Got Game,1.1978622293738859,22,-0.27876594822868994,43.0,6.759,641,0.1067743999176375,1,0.4587701692953392
66831,Trial and Error,-0.0051520956101984965,22,-0.32853505533734695,42.0,5.3,70,-0.7274399198271915,1,0.43522476240777724
36419,The Man Who Knew Too Little,-0.0051520956101984965,22,-0.3348302605719334,47.0,6.333,438,-0.060068464031328296,1,0.45368357891186206
8611,Home Fries,1.1978622293738859,22,-0.3577039850410329,33.0,5.034,88,-0.2269113279802941,0,0.4330720992199579
39829,Fargo,-1.2081664205942828,22,5.6330706424431183e-05,38.0,7.868,7362,-0.49385991029863935,0,0.4646053300890259
38549,Ronin,1.1978622293738859,32,0.07204062845226947,55.0,6.949,2152,1.1078315836114323,0,0.44993495793864324
12696,That Darn Cat,-0.0051520956101984965,22,-0.302090875776449,27.0,5.006,80,-0.7274399198271915,1,0.4294129976126969
14645,Basquiat,-1.2081664205942828,27,-0.41128294202815413,30.0,6.6,259,-0.6286005054266118,0,0.4599516087997287
38542,Romy and Michele's High School Reunion,-0.0051520956101984965,22,-0.22401071967636166,29.0,6.203,480,-0.060068464031328296,0,0.4471440102016418
14661,When We Were Kings,-1.2081664205942828,22,-0.4128626491175653,,7.677,200,-0.7274399198271915,0,0.47753239615803805
47975,Washington Square,-0.0051520956101984965,29,-0.4195627038359585,61.0,6.3,35,-0.7274399198271915,1,0.4551600966891791
27982,Homegrown,1.1978622293738859,22,-0.4322301465386355,52.0,5.717,46,-0.7274399198271915,0,0.44612781157392484
22854,Faithful,-1.2081664205942828,22,-0.36287478531947326,30.0,0.0,0,-0.7274399198271915,0,0.35314229684750365
70070,I'll Be Home for Christmas,1.1978622293738859,22,-0.34556136415208494,16.0,6.6,7,-0.7274399198271915,0,0.4571244475755682
24639,The Chamber,-1.2081664205942828,22,-0.2718210785451542,33.0,6.004,230,0.9409887196624664,0,0.4478326012950943
5513,The Fifth Element,-0.0051520956101984965,33,1.4519229405973426,25.0,7.534,10033,2.275731631254193,0,0.4074173268156982
5952,Good Burger,-0.0051520956101984965,22,-0.2634470527638394,20.0,6.037,443,-0.44380705111394964,0,0.44522045545647465
12140,Event Horizon,-0.0051520956101984965,25,-0.24230729266383272,36.0,6.536,2549,1.2746744475603982,0,0.45604412570857367
17814,D3: The Mighty Ducks,-1.2081664205942828,22,-0.26885934734471917,18.0,5.982,409,-0.7274399198271915,0,0.44396133169292984
42436,B. Monkey,1.1978622293738859,2,-0.43250536163523523,45.0,5.9,80,-0.7274399198271915,0,0.44912866060354034
10418,Men in Black,-0.0051520956101984965,27,3.776175160232601,28.0,7.187,12921,2.275731631254193,0,0.3161545993643631
50594,Firelight,-0.0051520956101984965,29,-0.42717722621555393,40.0,6.596,52,-0.7274399198271915,1,0.46031896761223196
63936,For Richer or Poorer,-0.0051520956101984965,22,-0.1989190638875048,56.0,5.93,208,0.4404601278155691,0,0.4427098735924402
31040,Bottle Rocket,-1.2081664205942828,22,-0.425353382575961,27.0,6.297,178,-0.7274399198271915,0,0.45534196646699965
51158,101 Dalmatians,-1.2081664205942828,27,1.8573231116809006,67.0,5.901,3150,1.074463010821639,0,0.36408689800578
56769,Boys,-1.2081664205942828,27,-0.4290991543760685,24.0,5.205,39,-0.7274399198271915,0,0.4376600199523641
16245,Why Do Fools Fall in Love,1.1978622293738859,22,-0.34379437882742303,34.0,6.662,37,-0.7274399198271915,1,0.45807073767855905
1094,Soul Food,-0.0051520956101984965,22,-0.12070953048377449,31.0,6.408,71,-0.7274399198271915,1,0.4450268851696981
33857,The Quest,-1.2081664205942828,22,-0.022877151408912586,46.0,6.113,633,0.2736172638666033,0,0.4383714730704027
17009,Flipper,-1.2081664205942828,22,-0.28939087629686033,53.0,5.759,54,-0.7274399198271915,0,0.4411409742877791
9803,A Price Above Rubies,1.1978622293738859,22,-0.4250600359468808,29.0,5.135,26,-0.7274399198271915,1,0.43636213192802403
63810,The Pallbearer,-1.2081664205942828,22,-0.39239306302195665,23.0,4.882,109,-0.4604913375088462,1,0.4315047355647259
7210,Hard Rain,1.1978622293738859,22,-0.2908866241789563,60.0,5.789,642,1.6083601754583297,0,0.44643731757288857
26903,Good Will Hunting,-0.0051520956101984965,22,1.1806516129893851,25.0,8.15,11227,-0.3937541919292599,0,0.42255628676264273
49882,Pi,1.1978622293738859,30,-0.40978359497616046,,7.117,2046,-0.7254378054598039,0,0.4681896145474428
40855,I Shot Andy Warhol,-1.2081664205942828,22,-0.4193929858363792,30.0,6.221,77,-0.7274399198271915,1,0.4538590860059922
1761,Blues Brothers 2000,1.1978622293738859,22,-0.33244263267622703,55.0,5.304,615,0.20688011828701697,0,0.43733651382599203
15348,Hoodlum,-0.0051520956101984965,22,-0.2652464948884714,34.0,6.33,165,0.2736172638666033,0,0.45154174840194516
34414,The Spitfire Grill,-1.2081664205942828,22,-0.3424946571629679,63.0,6.6,55,-0.5272284830884325,0,0.45741114993678134
74122,Bandwagon,-1.2081664205942828,22,-0.4326280619074212,26.0,6.286,7,-0.7274399198271915,0,0.4554519515451126
10684,The Nutty Professor,-1.2081664205942828,22,1.5236266816214226,24.0,6.58,376,-0.7274399198271915,0,0.3836804293827394
19801,Dirty Work,1.1978622293738859,22,-0.3612081554205493,30.0,0.0,0,-0.7274399198271915,0,0.3530810512494213
42538,Michael Collins,-1.2081664205942828,22,-0.35357222369303076,50.0,6.901,423,0.1067743999176375,0,0.4640926889746234
33163,Fly Away Home,-1.2081664205942828,22,-0.253229230801872,40.0,6.89,429,0.006668681548258022,1,0.4596948967158594
3844,Johns,-1.2081664205942828,22,-0.43242382329814877,27.0,5.6,20,-0.7274399198271915,0,0.44422595897193196
67791,Affliction,1.1978622293738859,22,-0.3875822725690147,,6.3,234,-0.5272284830884325,1,0.4542931858407688
20302,Broken Arrow,-1.2081664205942828,22,0.6403241754333839,39.0,6.7,176,-0.7274399198271915,0,0.41971996653688376
43798,Jungle 2 Jungle,-0.0051520956101984965,22,-0.004830806423850853,34.0,5.233,431,0.3403544094461896,1,0.4235354785586546
75132,Welcome to Woop Woop,-0.0051520956101984965,22,-0.4290206296296503,66.0,6.074,27,-0.7274399198271915,0,0.45183608465362335
18325,The Devil's Advocate,-0.0051520956101984965,39,0.6594234347201362,40.0,7.449,5483,1.1745687291910185,1,0.43491112518916664
8368,Courage Under Fire,-1.2081664205942828,22,0.28748177543179504,25.0,6.465,821,0.8075144285032938,0,0.43289535624442904
67912,T-Rex: Back to the Cretaceous,1.1978622293738859,22,0.298579508739221,19.0,3.955,11,-0.7274399198271915,0,0.38928258701511603
53447,Very Bad Things,1.1978622293738859,22,-0.3620885380858754,31.0,6.29,563,0.2736172638666033,0,0.45474747125424286
5591,Paulie,1.1978622293738859,22,-0.24086458254925658,63.0,6.68,409,-0.7274399198271915,1,0.4542578799310288
5736,Primal Fear,-1.2081664205942828,22,0.30001720572429685,33.0,7.652,3092,0.2736172638666033,0,0.4506546614075612
49082,Hotel De Love,-1.2081664205942828,22,-0.4319930869276772,23.0,3.9,5,-0.7274399198271915,1,0.4166767615132749
20123,Ed,-1.2081664205942828,22,-0.4012053734328339,61.0,4.2,113,0.07340582712784434,0,0.4219030989766085
41077,The Juror,-1.2081664205942828,22,-0.27029024589776607,34.0,5.534,336,0.7407772829237075,0,0.439699083966064
48910,Madeline,1.1978622293738859,32,-0.16879204801123773,69.0,6.114,210,-0.060068464031328296,0,0.4434970750811571
8239,Fallen,1.1978622293738859,27,-0.252597440801839,13.0,6.775,1276,0.8075144285032938,0,0.45942015812172576
15840,Phat Beach,-1.2081664205942828,22,-0.42290627554121163,33.0,5.646,24,-0.7274399198271915,0,0.44459840825544655
37691,Before and After,-1.2081664205942828,22,-0.3699593013667965,28.0,5.928,167,0.4404601278155691,1,0.4494762632981603
24896,Solo,-1.2081664205942828,27,-0.396311580694732,39.0,4.3,58,-0.7274399198271915,0,0.4217143502745789
6213,Down in the Delta,1.1978622293738859,22,-0.392275125936917,78.0,6.386,22,-0.7274399198271915,0,0.45548071050058125
42686,The Wind in the Willows,-1.2081664205942828,22,-0.4322663239090752,43.0,5.564,47,-0.21356389886437682,0,0.4446771407642038
72309,Meet the Deedles,1.1978622293738859,22,-0.4016778644588445,24.0,4.4,71,0.07340582712784434,0,0.42514826578950216
15033,Hope Floats,1.1978622293738859,22,0.1490213095607202,63.0,6.292,391,0.2736172638666033,1,0.4344788281115105
14688,Lethal Weapon 4,1.1978622293738859,39,1.6056333678320336,51.0,6.58,2414,3.944160270743851,0,0.38967440612035387
15577,Star Trek: First Contact,-1.2081664205942828,22,0.6100293125545875,39.0,7.292,1608,0.8075144285032938,1,0.4335721077507259
4937,Hav Plenty,1.1978622293738859,22,-0.4164757515161671,31.0,7.071,7,-0.7274399198271915,0,0.46769678163458567
11785,Murder at 1600,-0.0051520956101984965,22,-0.24850968359056197,34.0,6.066,485,0.607302991764535,0,0.44723893386522773
26317,Shadow Conspiracy,-0.0051520956101984965,22,-0.41740049537872403,61.0,4.853,78,0.7741458557135007,0,0.4345179715673172
41824,Love and Death on Long Island,-0.0051520956101984965,22,-0.4143549692188064,,6.329,41,-0.7274399198271915,0,0.4554275568462336
10033,Mr. Wrong,-1.2081664205942828,22,-0.34459235906923885,30.0,4.0,48,-0.7274399198271915,1,0.41486639868908765
38692,Lolita,-0.0051520956101984965,22,-0.42458995150867873,59.0,7.352,1870,-0.6607027742476052,1,0.4727843753316419
53433,Swingers,-1.2081664205942828,22,-0.40025816332325703,29.0,5.8,40,-0.7274399198271915,0,0.44621205614244874
15818,Buddy,-0.0051520956101984965,22,-0.3605646038474578,62.0,4.8,59,0.1067743999176375,0,0.43006589231366826
8415,The Postman,-0.0051520956101984965,22,-0.30691387769868667,22.0,6.222,975,1.9420459033562614,0,0.4548389083187835
1953,Striptease,-1.2081664205942828,22,0.3763821645554721,37.0,5.541,998,0.9409887196624664,1,0.4147636256768602
36684,Two If by Sea,-1.2081664205942828,22,-0.35637556999433806,38.0,4.809,76,-0.7274399198271915,0,0.4283636028629044
49221,Trainspotting,-1.2081664205942828,22,0.08138061001971149,23.0,7.969,9080,-0.5939656286680188,0,0.4628064547269232
11490,Lost Highway,-0.0051520956101984965,22,-0.4065411356649174,56.0,7.584,2366,-0.2269113279802941,0,0.4767738001642025
52046,Rounders,1.1978622293738859,29,-0.2691641913220836,32.0,7.012,1574,-0.3270170463496736,0,0.46165206793453617
42948,Dragonheart,-1.2081664205942828,22,0.3903620259941876,55.0,6.52,1835,1.1745687291910185,0,0.430467960737416
7957,McHale's Navy,-0.0051520956101984965,22,-0.4004379575703078,40.0,4.5,64,-0.7274399198271915,0,0.4251027853790679
52342,Ulee's Gold,-0.0051520956101984965,22,-0.3681247459120319,57.0,6.36,61,-0.7274399198271915,1,0.4540913469174623
33944,City Hall,-1.2081664205942828,22,-0.28753284768444964,29.0,5.912,249,-0.7274399198271915,0,0.4435611259083315
73033,Thieves,-1.2081664205942828,24,-0.3500483507148087,52.0,6.3,37,-0.7274399198271915,0,0.4523881833574592
31476,My Giant,1.1978622293738859,28,-0.37514262018656747,45.0,5.2,92,-0.7274399198271915,1,0.4354436073550201
8118,Executive Decision,-1.2081664205942828,22,0.4382212807286336,48.0,6.267,838,1.1078315836114323,0,0.4243578965815356
20765,Cop Land,-0.0051520956101984965,22,-0.11241621465917291,29.0,6.797,1412,-0.2269113279802941,0,0.4520742791127705
61767,Beavis and Butt-head Do America,-1.2081664205942828,22,0.44642774515582356,43.0,6.62,619,-0.3270170463496736,0,0.42684907165134794
26148,The Saint,-0.0051520956101984965,28,0.7769344751643841,37.0,6.1,1033,1.5416230298787434,0,0.4092991991903479
26195,Jack Frost,1.1978622293738859,22,-0.18596804373118409,47.0,5.063,208,-0.7274399198271915,0,0.42576246050267147
39474,Kids in the Hall: Brain Candy,-1.2081664205942828,22,-0.4138315470822597,31.0,6.076,66,-0.7274399198271915,0,0.4512636556629092
74123,Henry Fool,-0.0051520956101984965,22,-0.4232291867801656,28.0,6.494,79,-0.7274399198271915,0,0.45848734317894224
46713,Cousin Bette,1.1978622293738859,22,-0.42449512337956935,29.0,5.7,39,-0.7274399198271915,1,0.44554282862677397
74063,Young and Dangerous: The Prequel,1.1978622293738859,28,-0.41597753785132435,23.0,5.8,16,-0.7274399198271915,0,0.44683704637193905
34703,Two Much,-1.2081664205942828,27,-0.42463442696527137,33.0,5.4,132,0.07340582712784434,1,0.4422827339615209
6123,The Rich Man's Wife,-1.2081664205942828,22,-0.3717749683208085,47.0,5.479,48,-0.7274399198271915,0,0.43984751340598444
32142,The Truman Show,1.1978622293738859,22,1.4533370501654106,30.0,8.134,17003,1.2746744475603982,1,0.4149653650409364
1238,Belly,1.1978622293738859,22,-0.36394960885379485,27.0,5.9,118,-0.7274399198271915,0,0.44640149710028526
14598,Armageddon,1.1978622293738859,28,3.521371420301239,42.0,6.831,7379,3.944160270743851,0,0.3229398879376432
20316,Can't Hardly Wait,1.1978622293738859,22,-0.24993572612073106,23.0,6.246,483,-0.3937541919292599,0,0.4481984373139515
24950,The Edge,-0.0051520956101984965,22,-0.12348432622704429,34.0,6.818,1072,-0.7274399198271915,0,0.45183815992627085
30088,White Squall,-1.2081664205942828,22,-0.3592870413579878,21.0,6.278,322,0.5405658461849486,0,0.4549841548898719
39683,Ransom,-1.2081664205942828,22,1.7773657456780352,42.0,6.651,1675,1.9420459033562614,0,0.38034045803125105
16596,Extreme Measures,-1.2081664205942828,22,-0.30867138663752675,42.0,5.964,294,0.5405658461849486,0,0.44782963953172306
72180,Live Flesh,-0.0051520956101984965,30,-0.42055034747720327,28.0,7.071,604,-0.7274399198271915,0,0.46785997839263294
3273,Grosse Pointe Blank,-0.0051520956101984965,22,-0.23223022395322057,,6.935,812,-0.2269113279802941,1,0.4591167032822559
66564,Fools Rush In,-0.0051520956101984965,27,-0.22225344639745534,52.0,6.0,2,-0.7274399198271915,1,0.4424045936770421
69871,Roar,-0.0051520956101984965,22,-0.41850409798980676,66.0,5.845,103,-0.16017418240070777,1,0.44882789515851257
8378,Godzilla,1.1978622293738859,38,2.2738341916045455,35.0,6.292,8440,4.611531726539715,0,0.3613027215170879
73908,Run Lola Run,1.1978622293738859,32,-0.3290020761964099,24.0,7.32,2025,-0.676386003458808,0,0.46839425966067805
24665,The Faculty,1.1978622293738859,22,-0.1451148588509545,20.0,6.514,1794,-0.2269113279802941,1,0.44874742437227244
4585,Jack,-1.2081664205942828,22,-0.01440523391934933,59.0,6.288,1151,0.7741458557135007,0,0.4419006993947202
51668,Bordello of Blood,-1.2081664205942828,22,-0.3915028611927232,42.0,5.941,337,-0.2269113279802941,0,0.44918664681360204
50936,Space Truckers,-1.2081664205942828,22,-0.42125870553208306,49.0,5.438,136,0.1067743999176375,0,0.4428360003481129
20196,Fear,-1.2081664205942828,22,-0.28402797032513194,20.0,6.365,709,-0.7274399198271915,0,0.4508214793888783
25901,The Trigger Effect,-1.2081664205942828,22,-0.40691406393951274,37.0,5.8,94,-0.4604913375088462,0,0.4470199724285169
11093,Vampires,1.1978622293738859,22,-0.2877573102007661,67.0,6.32,1121,-0.060068464031328296,0,0.45159450101905035
20685,Chairman of the Board,1.1978622293738859,22,-0.43149229528598315,31.0,3.773,55,-0.7274399198271915,1,0.4146189246399754
13219,What Dreams May Come,1.1978622293738859,22,0.07770319388281924,30.0,7.194,2131,2.1088887673052272,1,0.45576290497815497
16459,Mad City,-0.0051520956101984965,22,-0.35736792683425833,11.0,6.198,305,0.9409887196624664,1,0.45441442616687466
63256,Kull the Conqueror,-0.0051520956101984965,22,-0.3891350644375046,45.0,5.145,121,0.2736172638666033,0,0.43713071345432797
31862,The Portrait of a Lady,-1.2081664205942828,29,-0.4064152004245496,39.0,5.976,205,-0.7274399198271915,1,0.44933269337233617
4239,Daylight,-1.2081664205942828,22,0.7041831757461996,44.0,6.079,1411,1.9420459033562614,1,0.41259462314070244
7506,Great Expectations,1.1978622293738859,29,-0.03649173280906536,35.0,6.1,9,-0.7274399198271915,1,0.4366705071718038
53886,The Funeral,-1.2081664205942828,29,-0.4226974237102053,53.0,6.83,153,-0.310332759954777,0,0.464837534121689
64522,American Buffalo,-1.2081664205942828,2,-0.42827288780098943,58.0,5.464,56,-0.7274399198271915,0,0.4418436861026875
38352,Wedding Bell Blues,-1.2081664205942828,22,-0.43247193363068964,25.0,4.0,3,-0.7274399198271915,0,0.4183024635920743
20327,Dance with Me,1.1978622293738859,22,-0.3198547930426955,34.0,6.857,182,-0.7274399198271915,1,0.4603141694628878
44401,The Governess,1.1978622293738859,22,-0.40564628490789945,14.0,6.0,22,-0.7274399198271915,1,0.4496945104433698
26169,Suicide Kings,-0.0051520956101984965,22,-0.42035969859077854,27.0,6.6,260,-0.7274399198271915,0,0.4601121673786914
22164,Out of Sight,1.1978622293738859,22,0.12241091833440908,39.0,4.5,1,-0.7274399198271915,0,0.40468668194641744
68420,Selena,-0.0051520956101984965,22,-0.1796298127056583,25.0,7.739,1154,-0.060068464031328296,1,0.4705689139050967
48427,The Apostle,-0.0051520956101984965,22,-0.2909024276769395,39.0,6.364,132,-0.5605970558782257,0,0.451419139174144
70131,Stepmom,1.1978622293738859,22,0.7077418121352587,31.0,7.149,1325,0.9409887196624664,0,0.4276705865909787
29004,Playing God,-0.0051520956101984965,22,-0.40302968125108435,30.0,5.4,91,-0.3270170463496736,0,0.440612723015016
28767,The Assignment,-0.0051520956101984965,22,-0.4304113731582238,62.0,5.455,470,-0.5605970558782257,0,0.44212069836244183
47946,The Man in the Iron Mask,1.1978622293738859,22,0.8738328553683807,49.0,6.302,53,-0.7274399198271915,0,0.4042498131511857
23328,Kiss the Girls,-0.0051520956101984965,31,-0.0005442593466186617,60.0,7.2,10,-0.7274399198271915,1,0.4531917465800332
34162,My Best Friend's Wedding,-0.0051520956101984965,34,1.7044962949385076,33.0,6.603,2428,0.5405658461849486,1,0.37963625819374675
9853,Jerry Maguire,-1.2081664205942828,28,1.5207100185980196,6.0,6.947,2994,0.9409887196624664,1,0.39281440009135815
66494,Men with Guns,-0.0051520956101984965,45,-0.42628249685910796,44.0,7.1,20,-0.7274399198271915,0,0.46856672026013657
66960,Citizen Ruth,-1.2081664205942828,22,-0.4307504735205071,29.0,6.593,118,-0.627334201457812,1,0.46061732195973315
25628,The Myth of Fingerprints,-0.0051520956101984965,22,-0.42951002390000176,36.0,4.654,26,-0.6607027742476052,1,0.4288713086768532
14532,The Big Lebowski,1.1978622293738859,35,-0.10293710803628174,53.0,7.841,10477,-0.2269113279802941,0,0.46883232432844374
31641,Mousehunt,-0.0051520956101984965,22,0.4414217782892443,41.0,6.523,1152,0.5405658461849486,0,0.4272258095752066
24086,Air Bud,-0.0051520956101984965,22,-0.26750678786662746,63.0,5.503,424,-0.627334201457812,0,0.43631155767883667
13530,Hard Eight,-1.2081664205942828,22,-0.43119717763679455,47.0,6.885,772,-0.627334201457812,0,0.4654324814008651
29685,The Island of Dr. Moreau,-1.2081664205942828,30,-0.07838412086756583,36.0,4.9,478,0.607302991764535,0,0.4215900786902013
46784,Titanic Town,1.1978622293738859,22,-0.43231667658159195,47.0,6.0,4,-0.7274399198271915,0,0.45075654397953624
20735,Small Soldiers,1.1978622293738859,22,-0.042286960499910736,62.0,6.529,1962,0.607302991764535,0,0.4466006315741735
24126,Love Jones,-0.0051520956101984965,22,-0.3415022217697364,21.0,7.436,55,-0.3937541919292599,0,0.4713842046407544
42133,Jane Eyre,-1.2081664205942828,29,-0.3956479337563786,29.0,6.8,117,-0.7274399198271915,1,0.46240831671867416
5774,Hellraiser: Bloodline,-1.2081664205942828,22,-0.36610985347824787,31.0,5.228,474,-0.5939656286680188,0,0.435811432242952
9888,Senseless,1.1978622293738859,22,-0.34084415925769246,25.0,6.139,328,-0.7274399198271915,0,0.4493875909328005
9392,Dead Man on Campus,1.1978622293738859,22,-0.32520457347023357,24.0,5.38,129,-0.2602799007700873,0,0.43733915841526894
26503,Bio-Dome,-1.2081664205942828,22,-0.3368970981680897,26.0,4.54,328,-0.44380705111394964,1,0.4238218030451747
28234,I Know What You Did Last Summer,-0.0051520956101984965,22,0.46405045213326745,18.0,5.95,2555,-0.16017418240070777,1,0.4156996270142407
23750,Ride,1.1978622293738859,22,-0.3936148740840634,21.0,5.705,129,-0.7274399198271915,0,0.44439748917782185
40648,Thinner,-1.2081664205942828,22,-0.32341542897058656,48.0,5.913,554,-0.4604913375088462,1,0.4455456431835645
28059,Alaska,-1.2081664205942828,22,-0.34830629535465624,72.0,5.766,122,0.04003725433805118,0,0.4451534852942609
68263,Race the Sun,-1.2081664205942828,22,-0.4188929225981168,29.0,5.1,58,-0.7274399198271915,0,0.43554946646686626
771,That Thing You Do!,-1.2081664205942828,22,-0.1858047956679684,44.0,6.865,759,0.14014297270743067,0,0.4568647641251758
30752,Nightwatch,-0.0051520956101984965,22,-0.4236563668280002,28.0,6.031,356,-0.7274399198271915,0,0.45091875508036067
12169,All Dogs Go to Heaven 2,-1.2081664205942828,22,-0.3712244452918776,31.0,5.891,247,-0.7274399198271915,0,0.44654376050691696
41092,A Life Less Ordinary,-0.0051520956101984965,22,-0.4016028389053824,36.0,6.099,404,-0.3270170463496736,0,0.4519694096107045
23209,Eve's Bayou,-0.0051520956101984965,22,-0.326793906910879,48.0,6.329,115,-0.5272284830884325,1,0.45234452578158046
65534,Mrs. Winterbourne,-1.2081664205942828,22,-0.3607888021390001,27.0,6.692,137,0.1067743999176375,1,0.4609481278930888
73724,Billy's Hollywood Screen Kiss,1.1978622293738859,22,-0.4180013639389616,28.0,5.919,37,-0.7274399198271915,0,0.44886199575046065
43355,The Borrowers,-0.0051520956101984965,22,-0.2712552804677886,,5.765,49,-0.7274399198271915,0,0.4405195176455346
51173,Seven Years in Tibet,-0.0051520956101984965,42,0.50598041009818,34.0,5.0,3,-0.7274399198271915,0,0.3977993009472815
20257,Con Air,-0.0051520956101984965,22,1.166931912976348,23.0,6.731,3800,1.7752030394072955,0,0.40468392624491145
49630,The Mask of Zorro,1.1978622293738859,22,1.3545764137526155,51.0,6.556,3727,2.4425744952031585,0,0.3959803422545399
34926,Night Falls on Manhattan,-1.2081664205942828,22,-0.36216230678635736,37.0,6.25,106,-0.7274399198271915,0,0.4520525138955027
21981,High School High,-1.2081664205942828,22,-0.28066359627481546,21.0,5.516,182,-0.7274399198271915,0,0.43684073891786473
49325,Jude,-1.2081664205942828,25,-0.4298647349475952,32.0,6.329,117,-0.49385991029863935,0,0.45652362902686733
53220,SubUrbia,-1.2081664205942828,22,-0.428096549899634,21.0,6.3,96,-0.7274399198271915,0,0.4555005823944966
31788,Polish Wedding,1.1978622293738859,22,-0.4284996926342235,17.0,5.127,33,-0.7274399198271915,1,0.43636821588013686
28517,The Ghost and the Darkness,-1.2081664205942828,34,0.10294281554524691,36.0,6.7,915,0.9409887196624664,0,0.44429908768600224
67978,The Last Broadcast,1.1978622293738859,22,-0.40422167776096335,,5.0,99,-0.7274098881116807,0,0.43334604579040237
16271,Set It Off,-1.2081664205942828,22,-0.1357772624476907,25.0,7.201,316,-0.427122764719053,1,0.459218796737471
3407,Larger Than Life,-1.2081664205942828,22,-0.3734024072586245,51.0,5.421,120,0.2736172638666033,0,0.44099901268651515
23909,Phantoms,1.1978622293738859,22,-0.3926223387138903,41.0,5.415,311,-0.7274399198271915,0,0.43963190634480387
23546,U.S. Marshals,1.1978622293738859,22,0.29824062975445126,35.0,6.494,1439,1.2746744475603982,0,0.43388550890907035
32103,Red Corner,-0.0051520956101984965,31,-0.27271315137143765,48.0,6.263,321,0.8742515740828801,0,0.45196769696932343
49810,Masterminds,-0.0051520956101984965,22,-0.41928626045121914,56.0,5.128,39,-0.7274399198271915,1,0.4360199432369921
61139,Tuck Everlasting,1.3004674330323818,22,-0.41941961977498077,58.0,6.586,424,-0.37149664376611186,1,0.41458054404427624
0,Ghosts of Mars,0.4059660240683032,22,-0.46476473879865243,32.0,5.125,982,0.0274716761953127,1,0.4014536611897042
8824,Urban Legends: Final Cut,-0.48853538489577536,22,-0.25593805959338106,51.0,4.821,436,-0.40218651453237525,1,0.4104227509370671
1813,K-PAX,0.4059660240683032,22,-0.03126805747889468,48.0,7.193,2188,0.6412690915205812,1,0.41250015387333716
3124,American Psycho,-0.48853538489577536,32,-0.29256077428573635,41.0,7.404,9929,-0.6170156098962193,1,0.42456848198801933
34123,Donnie Darko,0.4059660240683032,22,-0.5488829741688757,25.0,7.782,11611,-0.6477054806624827,1,0.4209871756141416
31467,Serendipity,0.4059660240683032,29,0.07512658908147492,35.0,6.906,1761,0.0274716761953127,1,0.42180313385691054
